VOICE_CAPTURE,-101665,8/20/2025 8:49:30 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,yeah,
TOOL_HOVER,-99373,8/20/2025 8:49:33 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TOOL_HOVER,-99276,8/20/2025 8:49:33 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,SAM Splint,
TOOL_SELECTED,-99065,8/20/2025 8:49:33 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,SAM Splint,
BAG_CLOSED,-98998,8/20/2025 8:49:33 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
TOOL_HOVER,-94580,8/20/2025 8:49:37 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TOOL_HOVER,-94484,8/20/2025 8:49:37 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,SAM Splint,
TOOL_SELECTED,-94150,8/20/2025 8:49:38 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,SAM Splint,
TOOL_HOVER,-92678,8/20/2025 8:49:39 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TAG_SELECTED,-92372,8/20/2025 8:49:40 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_orange,
TAG_DISCARDED,-91830,8/20/2025 8:49:40 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2.4, 1.1, -0.9)",,yellow_orange,
TOOL_HOVER,-91775,8/20/2025 8:49:40 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TOOL_SELECTED,-91386,8/20/2025 8:49:41 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Tourniquet,
TOOL_HOVER,-87983,8/20/2025 8:49:44 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TOOL_SELECTED,-87650,8/20/2025 8:49:44 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Tourniquet,
TAG_SELECTED,-85955,8/20/2025 8:49:46 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_orange,
TAG_DISCARDED,-85081,8/20/2025 8:49:47 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1.1, 1.2, -1.1)",,yellow_orange,
TOOL_HOVER,-84275,8/20/2025 8:49:48 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,SAM Splint,
TOOL_HOVER,-83872,8/20/2025 8:49:48 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Hemostatic Gauze,
TOOL_HOVER,-83775,8/20/2025 8:49:48 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Gauze Wrap,
TOOL_HOVER,-83275,8/20/2025 8:49:49 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Gauze Wrap,
TOOL_HOVER,-83178,8/20/2025 8:49:49 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Hemostatic Gauze,
TOOL_HOVER,-82678,8/20/2025 8:49:49 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Hemostatic Gauze,
TOOL_HOVER,-82483,8/20/2025 8:49:49 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Chest Seal,
TOOL_HOVER,-81969,8/20/2025 8:49:50 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Chest Seal,
TOOL_SELECTED,-81912,8/20/2025 8:49:50 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Chest Seal,
TOOL_HOVER,-80983,8/20/2025 8:49:51 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Chest Seal,
TOOL_HOVER,-80483,8/20/2025 8:49:51 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fox Shield,
TOOL_HOVER,-80372,8/20/2025 8:49:52 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Blanket,
TOOL_SELECTED,-80009,8/20/2025 8:49:52 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Blanket,
TOOL_HOVER,-77275,8/20/2025 8:49:55 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_SELECTED,-77162,8/20/2025 8:49:55 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Nasal Airway,
TOOL_HOVER,-76677,8/20/2025 8:49:55 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_SELECTED,-76384,8/20/2025 8:49:56 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,IV Blood,
VOICE_CAPTURE,-71525,8/20/2025 8:50:00 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,what's the one unit,
TOOL_HOVER,-71079,8/20/2025 8:50:01 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_HOVER,-70482,8/20/2025 8:50:01 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_HOVER,-70370,8/20/2025 8:50:02 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-70177,8/20/2025 8:50:02 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_SELECTED,-70161,8/20/2025 8:50:02 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Nasal Airway,
TOOL_HOVER,-69272,8/20/2025 8:50:03 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-69175,8/20/2025 8:50:03 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_SELECTED,-69021,8/20/2025 8:50:03 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Decompression Needle,
TOOL_HOVER,-68479,8/20/2025 8:50:03 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-68368,8/20/2025 8:50:04 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_HOVER,-68272,8/20/2025 8:50:04 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-68078,8/20/2025 8:50:04 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_SELECTED,-68021,8/20/2025 8:50:04 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Decompression Needle,
TOOL_HOVER,-67379,8/20/2025 8:50:05 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_SELECTED,-67285,8/20/2025 8:50:05 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Pulse Oximeter,
TOOL_HOVER,-65480,8/20/2025 8:50:06 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-64172,8/20/2025 8:50:08 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_SELECTED,-63811,8/20/2025 8:50:08 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Pain Meds,
TOOL_HOVER,-63173,8/20/2025 8:50:09 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-63076,8/20/2025 8:50:09 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_HOVER,-62878,8/20/2025 8:50:09 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-62672,8/20/2025 8:50:09 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-62478,8/20/2025 8:50:09 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-62379,8/20/2025 8:50:10 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-62172,8/20/2025 8:50:10 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-61672,8/20/2025 8:50:10 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-61159,8/20/2025 8:50:11 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-60777,8/20/2025 8:50:11 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-60381,8/20/2025 8:50:12 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-60076,8/20/2025 8:50:12 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_SELECTED,-60047,8/20/2025 8:50:12 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Pain Meds,
TOOL_HOVER,-59574,8/20/2025 8:50:12 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-59477,8/20/2025 8:50:12 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-59271,8/20/2025 8:50:13 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fentanyl Lollipop,
TOOL_SELECTED,-58812,8/20/2025 8:50:13 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Fentanyl Lollipop,
BAG_ACCESS,-56408,8/20/2025 8:50:15 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
TOOL_HOVER,-55382,8/20/2025 8:50:17 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_HOVER,-55270,8/20/2025 8:50:17 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_HOVER,-54770,8/20/2025 8:50:17 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
VOICE_CAPTURE,-51104,8/20/2025 8:50:21 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,yeah,
TOOL_HOVER,-47077,8/20/2025 8:50:25 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-46576,8/20/2025 8:50:25 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-44178,8/20/2025 8:50:28 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-43677,8/20/2025 8:50:28 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-43164,8/20/2025 8:50:29 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-42775,8/20/2025 8:50:29 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pulse Oximeter,
TOOL_HOVER,-42580,8/20/2025 8:50:29 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-42067,8/20/2025 8:50:30 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-41678,8/20/2025 8:50:30 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_HOVER,-41177,8/20/2025 8:50:31 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_SELECTED,-41177,8/20/2025 8:50:31 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Decompression Needle,
TOOL_HOVER,-40580,8/20/2025 8:50:31 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Nasal Airway,
TOOL_HOVER,-40177,8/20/2025 8:50:32 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Decompression Needle,
TOOL_SELECTED,-40121,8/20/2025 8:50:32 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Decompression Needle,
BAG_CLOSED,-40038,8/20/2025 8:50:32 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
VOICE_CAPTURE,-39650,8/20/2025 8:50:32 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,saline blood,
BAG_ACCESS,-37701,8/20/2025 8:50:34 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
VOICE_CAPTURE,-37176,8/20/2025 8:50:35 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,yeah,
TOOL_HOVER,-37079,8/20/2025 8:50:35 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Tourniquet,
TOOL_HOVER,-36714,8/20/2025 8:50:35 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-36617,8/20/2025 8:50:35 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Antibiotics,
TOOL_HOVER,-36219,8/20/2025 8:50:36 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-35718,8/20/2025 8:50:36 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Blood,
TOOL_HOVER,-35620,8/20/2025 8:50:36 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Antibiotics,
TOOL_HOVER,-35107,8/20/2025 8:50:37 PM,8b9ceb29-116f-4471-a97d-d11b9da5f2a5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Antibiotics,
